Country/Territory,Coverage (age/grade),Drug Group,Lifetime,Notes,Past Month,Past Year,Region,Source,Subregion,Year of Estimate
"China, Hong Kong SAR",11 - 20,Amphetamines,,Methamphetamine,,0.05,ASIA,ARQ,East and South-East Asia,2013
Japan,(SS) 15 - 16,Amphetamines,0.2,Methamphetamine,,,ASIA,ARQ,East and South-East Asia,2013
"China, Hong Kong SAR",11 - 20,Amphetamines,,Central Registry,,0.04,ASIA,ARQ,East and South-East Asia,2014
"China, Hong Kong SAR",11 - 20,Amphetamines,,Methamphetamine,,0.04,ASIA,ARQ,East and South-East Asia,2014
Japan,(SS) 15 - 16,Amphetamines,0.2,Methamphetamine,,,ASIA,ARQ,East and South-East Asia,2014
Israel,(SS) 15 - 16,Amphetamines,,Prescription stimulants - Ritalin,3.2,,ASIA,ARQ,Near and Middle East /South-West Asia,2014
Georgia,(SS) 15 - 16,Amphetamines,3,Amphetamine,,1.1,ASIA,ARQ / ESPAD,Central Asia and Transcaucasia,2015
Georgia,(SS) 15 - 16,Amphetamines,1.1,Methamphetamine,,0.7,ASIA,ARQ / ESPAD,Central Asia and Transcaucasia,2015
"China, Hong Kong SAR",11 - 20,Amphetamines,,Central registry of drug abuse,,0.04,ASIA,ARQ,East and South-East Asia,2015
"China, Hong Kong SAR",11 - 20,Amphetamines,,Methamphetamine,,0.04,ASIA,ARQ,East and South-East Asia,2015
Indonesia,10.-25,Amphetamines,0.42,20 provinces,,0.19,ASIA,ARQ,East and South-East Asia,2015
Indonesia,10.-25,Amphetamines,0.02,Amphetamine. 20 provinces,,0.02,ASIA,ARQ,East and South-East Asia,2015
Indonesia,10.-25,Amphetamines,0.3,Methamphetamine. 20 provinces,,0.15,ASIA,ARQ,East and South-East Asia,2015
China,15 - 16,Amphetamines,, ,,81.1,ASIA,ARQ,East and South-East Asia,2016
Japan,(SS) 15 - 16,Amphetamines,0.3,Methamphetamine,,,ASIA,ARQ,East and South-East Asia,2016
Thailand,Youth (undefined),Ecstasy,0.3,Ages not specified,,,ASIA,ARQ,East and South-East Asia,2003
"China, Taiwan Province of China",(SS) Grades 10 & 12,Ecstasy,0.52, ,,,ASIA,Govt.,East and South-East Asia,2006
Kazakhstan, ,Ecstasy,0.3, ,,,ASIA,ARQ,Central Asia  and Transcaucasia,2007
Armenia,15 - 16,Ecstasy,1, ,,,ASIA,ESPAD,Central Asia  and Transcaucasia,2007
Israel,(SS) Grade 10,Ecstasy,, ,,2.6,ASIA,ARQ,Near and Middle East /South-West Asia,2009
Israel,12 - 18,Ecstasy,3.63, ,2.8,3.1,ASIA,ARQ,Near and Middle East /South-West Asia,2009
Lebanon,(SS) 15 - 16,Ecstasy,3.9, ,,,ASIA,MedSPAD,Near and Middle East /South-West Asia,2009
Georgia,(SS) 15 - 16,Ecstasy,7.5,Select regions (capital);  Georgian Medical News No3 (180) 2010,1.4,4.5,ASIA,Research,Central Asia  and Transcaucasia,2010
Israel,(SS) 15 - 16,Ecstasy,, ,,4.5,ASIA,ARQ,Near and Middle East /South-West Asia,2010
"China, Hong Kong SAR",15 - 16,Ecstasy,0.008, ,,,ASIA,ARQ,East and South-East Asia,2011
Indonesia,15 -19,Ecstasy,0.4, ,0.2,0.34,ASIA,ARQ,East and South-East Asia,2011
Indonesia,15 -19,Ecstasy,0.29, ,0.43,0.37,ASIA,ARQ,East and South-East Asia,2011
Kazakhstan,"16, 19 and 21",Ecstasy,2.3, ,0.7,1,ASIA,ARQ,Central Asia  and Transcaucasia,2012
Georgia,(SS) 15 - 16,Ecstasy,4.4, ,,2.7,ASIA,ARQ / ESPAD,Central Asia  and Transcaucasia,2015
Indonesia,10.-25,Ecstasy,0.15,20 provinces,,0.02,ASIA,ARQ,East and South-East Asia,2015
Israel,12 - 18,Tranquillizers and Sedatives,9,Benzodiazepines,4.29,5.99,ASIA,,Near and Middle East /South-West Asia,2009
Indonesia,10 - 19,Tranquillizers and Sedatives,0.11,Benzodiazepines,0.02,0.04,ASIA,,East and South-East Asia,2010
Indonesia,15 -19,Tranquillizers and Sedatives,40,Benzodiazepines,0.1,0.34,ASIA,,East and South-East Asia,2011
"China, Hong Kong SAR",15 - 16,Tranquillizers and Sedatives,, ,,0.01,ASIA,ARQ,East and South-East Asia,2011
"China, Hong Kong SAR",15 - 16,Tranquillizers and Sedatives,,Benzodiazepines,,0.01,ASIA,ARQ,East and South-East Asia,2011
Indonesia,15 -19,Tranquillizers and Sedatives,0.1,Barbiturates,0.1,0.09,ASIA,ARQ,East and South-East Asia,2011
Kazakhstan,16 - 21,Tranquillizers and Sedatives,0.6,Other sedatives and tranquillizers,,,ASIA,ARQ,Central Asia  and Transcaucasia,2012
Kazakhstan,16 - 24,Tranquillizers and Sedatives,2.1, ,,,ASIA,ARQ,Central Asia  and Transcaucasia,2012
Kazakhstan,"16, 19 and 21",Tranquillizers and Sedatives,1.5, ,,,ASIA,ARQ,Central Asia  and Transcaucasia,2012
Georgia,(SS) 15 - 16,Tranquillizers and Sedatives,1,GHB,,,ASIA,ESPAD,Central Asia  and Transcaucasia,2015
Indonesia,10.-25,Tranquillizers and Sedatives,0.21, ,,0.11,ASIA,ARQ,East and South-East Asia,2015
Indonesia,10.-25,Tranquillizers and Sedatives,0.17, ,,0.15,ASIA,ARQ,East and South-East Asia,2015
Indonesia,10.-25,Tranquillizers and Sedatives,0.06,Barbiturates. 20 provincies,,0,ASIA,ARQ,East and South-East Asia,2015
Luxembourg,11 - 17,Amphetamines,3.7, ,,2.2,EUROPE,,Western and Central Europe,1999
Turkey,(SS) 15 - 16,Amphetamines,1.9, ,,0.8,EUROPE,ESPAD,South-Eastern Europe,2003
Greenland,(SS) 15 - 16,Amphetamines,0, ,,0,EUROPE,ESPAD,Western and Central Europe,2003
Albania,14 - 19,Amphetamines,4.9, ,,,EUROPE,ARQ,South-Eastern Europe,2004
Liechtenstein,12 - 16,Amphetamines,1.1, ,,0.4,EUROPE,ARQ,Western and Central Europe,2005
Liechtenstein,12 - 19,Amphetamines,1.1,Amphetamine,,0.8,EUROPE,ARQ,Western and Central Europe,2005
Russian Federation,15 - 16,Amphetamines,1.3,Amphetamine,,,EUROPE,ARQ/ ESPAD,Eastern Europe,2007
Ukraine,(SS) 15 - 16,Amphetamines,1, ,,,EUROPE,ESPAD,Eastern Europe,2007
Croatia,16,Amphetamines,1.7,Amphetamine,,,EUROPE,ARQ,South-Eastern Europe,2007
Romania,(SS) 16,Amphetamines,0.6,Amphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2007
Cyprus,(SS) 16,Amphetamines,3,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2007
Denmark,(SS) 15 - 16,Amphetamines,5, ,,,EUROPE,ARQ,Western and Central Europe,2007
Estonia,(SS) 15 - 16,Amphetamines,3.8, ,,,EUROPE,ARQ,Western and Central Europe,2007
Finland,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2007
Germany,(SS) 15 - 16,Amphetamines,5.8,Amphetamine. Select regions,,,EUROPE,ARQ,Western and Central Europe,2007
Hungary,(SS) 15 - 16,Amphetamines,3.5,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2007
Latvia,15 - 16,Amphetamines,5.6,Amphetamine,,3.7,EUROPE,ARQ,Western and Central Europe,2007
Malta,(SS) 15 - 16,Amphetamines,5.2,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2007
Netherlands,12 - 18,Amphetamines,1.9,Amphetamine,0.8,,EUROPE,ARQ,Western and Central Europe,2007
Slovenia,15 - 16,Amphetamines,2.2,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2007
Czechia,(SS) 15 - 16,Amphetamines,3.5,Methamphetamine,,2.1,EUROPE,ARQ./ ESPAD,Western and Central Europe,2007
Austria,(SS) 15 - 16,Amphetamines,7.7,May include non-ATS stimulants,,,EUROPE,ESPAD,Western and Central Europe,2007
Cyprus,(SS) 15 - 16,Amphetamines,3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Faroe Islands,(SS) 15 - 16,Amphetamines,1, ,,,EUROPE,ESPAD,Western and Central Europe,2007
France,(SS) 15 - 16,Amphetamines,4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Greece,(SS) 15 - 16,Amphetamines,3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Iceland,(SS) 15 - 16,Amphetamines,4, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Ireland,(SS) 15 - 16,Amphetamines,3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Lithuania,(SS) 15 - 16,Amphetamines,3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Netherlands,(SS) 15 - 16,Amphetamines,2, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Norway,(SS) 15 - 16,Amphetamines,1, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Portugal,(SS) 16,Amphetamines,2.5, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Slovenia,(SS) 16,Amphetamines,2.3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Switzerland,15 - 16,Amphetamines,3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Republic of Moldova,(SS) 15 - 16,Amphetamines,1.5, ,,,EUROPE,ESPAD,Eastern Europe,2008
Bosnia and Herzegovina,(SS) 15 - 16,Amphetamines,, ,,4,EUROPE,ARQ,South-Eastern Europe,2008
Bulgaria,14 - 19,Amphetamines,10.4, ,3.8,6.7,EUROPE,ARQ,South-Eastern Europe,2008
Bulgaria,14 - 19,Amphetamines,8.5,Amphetamine,3.1,5.4,EUROPE,ARQ,South-Eastern Europe,2008
Bulgaria,14 - 19,Amphetamines,2.6,Methamphetamine,1.3,1.5,EUROPE,ARQ,South-Eastern Europe,2008
Serbia,16,Amphetamines,1.5,Stimulants (inclds Amphetamines),,,EUROPE,ARQ,South-Eastern Europe,2008
Montenegro,(SS) 15 - 16,Amphetamines,1, ,,,EUROPE,ESPAD,South-Eastern Europe,2008
Gibraltar,12 - 18,Amphetamines,, ,,0.2,EUROPE,ARQ,Western and Central Europe,2008
Germany,12 - 25,Amphetamines,2.7,Amphetamine,0.4,1,EUROPE,Govt.,Western and Central Europe,2008
Belgium,(SS) 15 - 16,Amphetamines,,Select regions (Flanders),,1.4,EUROPE,ARQ,Western and Central Europe,2009
Sweden,(SS) 15 - 16,Amphetamines,1, ,,1,EUROPE,ARQ,Western and Central Europe,2009
Republic of Moldova,(SS) 15 - 24,Amphetamines,0.1,Amphetamine,0.1,0.1,EUROPE,Govt.,Eastern Europe,2010
Belgium,15 - 16,Amphetamines,2.77,Amphetamine,,1.33,EUROPE,ARQ,Western and Central Europe,2010
Italy,(SS) 15 - 16,Amphetamines,0.8,Amphetamine,0.3,0.5,EUROPE,ARQ,Western and Central Europe,2010
Latvia,School survey,Amphetamines,3.8,Riga City,1.7,2.7,EUROPE,ARQ,Western and Central Europe,2010
Luxembourg,12 - 18,Amphetamines,1.4, ,,1.1,EUROPE,ARQ,Western and Central Europe,2010
Netherlands,12 - 18,Amphetamines,1.8,Amphetamine,0.6,,EUROPE,ARQ,Western and Central Europe,2010
Poland,18 - 19,Amphetamines,7,Amphetamine,2,3,EUROPE,ARQ,Western and Central Europe,2010
Slovakia,(SS) 15 - 16,Amphetamines,1.4,Methamphetamine,0.5,0.8,EUROPE,ARQ,Western and Central Europe,2010
Spain,14 - 18,Amphetamines,2.6,Amphetamine,0.9,1.6,EUROPE,ARQ,Western and Central Europe,2010
Spain,14 -18,Amphetamines,0.8,Methamphetamine,0.4,0.6,EUROPE,ARQ,Western and Central Europe,2010
United Kingdom (England),15,Amphetamines,2.1,Amphetamines,0.6,1.7,EUROPE,ARQ,Western and Central Europe,2010
Russian Federation,15-16,Amphetamines,3,Amphetamine,,,EUROPE,ARQ,Eastern Europe,2011
Ukraine, 15 - 17,Amphetamines,2,Amphetamine,,,EUROPE,ARQ,Eastern Europe,2011
Bosnia and Herzegovina,(SS) 15 - 16,Amphetamines,0.9,Amphetamine,,,EUROPE,ARQ,South-Eastern Europe,2011
Romania,15 -16,Amphetamines,1.7,Amphetamine,,,EUROPE,ARQ,South-Eastern Europe,2011
Bulgaria,(SS) 15 - 16,Amphetamines,8.4,Amphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2011
Bulgaria,(SS) 15 - 16,Amphetamines,3.3,Methamphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2011
Serbia,(SS) 15 - 16,Amphetamines,1.7,Amphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2011
Belgium,(SS) 15 - 16,Amphetamines,2.1,Amphetamine,,0.6,EUROPE,ARQ,Western and Central Europe,2011
Czechia,(SS) 15 - 16,Amphetamines,1.9,Methamphetamine,0.5,1.2,EUROPE,ARQ,Western and Central Europe,2011
Denmark,(SS) 15 - 16,Amphetamines,2.5, ,,,EUROPE,ARQ,Western and Central Europe,2011
Estonia,(SS) 15 - 19,Amphetamines,2.8,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
Finland,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
Finland,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
France,17,Amphetamines,2.4,Amphetamine,,1.9,EUROPE,ARQ,Western and Central Europe,2011
Germany, 12 - 17,Amphetamines,,Amphetamine,,0.4,EUROPE,ARQ,Western and Central Europe,2011
Germany,(SS) 15 - 16,Amphetamines,6,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
Greece,(SS) 15 - 16,Amphetamines,2,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
Ireland,(SS) 15 - 16,Amphetamines,2,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
Liechtenstein,(SS) 15 - 16,Amphetamines,5, ,,,EUROPE,ARQ,Western and Central Europe,2011
Lithuania,(SS) 15 - 16,Amphetamines,2.8,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
Netherlands,(SS) 15 - 16,Amphetamines,1.8,Amphetamine,0.6,,EUROPE,ARQ,Western and Central Europe,2011
Portugal,(SS) 15 - 16,Amphetamines,3, ,,,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,(SS) 15 - 16,Amphetamines,2,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Amphetamines,1.9, ,0.9,1.8,EUROPE,ARQ,Western and Central Europe,2011
Cyprus,15-  16,Amphetamines,4,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2011
Iceland,(SS) 15 - 16,Amphetamines,3,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2011
Latvia,15 - 16,Amphetamines,3.8,Amphetamine,1.6,2.7,EUROPE,ESPAD,Western and Central Europe,2011
Malta,(SS) 15 - 16,Amphetamines,3,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2011
Malta,(SS) 15 - 16,Amphetamines,3.5,Mephedrone,,,EUROPE,ESPAD,Western and Central Europe,2011
Norway,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2011
Republic of Moldova,(SS) 15 - 24,Amphetamines,0.1,Amphetamine,,0.1,EUROPE,ARQ,Eastern Europe,2012
Republic of Moldova,(SS) 15 - 24,Amphetamines,,Methamphetamine,0.1,,EUROPE,ARQ,Eastern Europe,2012
Belgium,(SS) 15 - 16,Amphetamines,1.8,Amphetamine,,0.8,EUROPE,ARQ,Western and Central Europe,2012
Cyprus,15 - 24,Amphetamines,0.4,Amphetamine,0.2,0.3,EUROPE,ARQ,Western and Central Europe,2012
Germany,(SS) 15 - 18,Amphetamines,1,Methamphetamine. Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Amphetamines,1.1, ,0.38,0.71,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Amphetamines,0.57,Amphetamine,0.2,0.35,EUROPE,ARQ,Western and Central Europe,2012
Poland,(SS) 15 - 16,Amphetamines,4.6,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Amphetamines,2.4,Amphetamine,1,1.7,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 -18,Amphetamines,0.9,Methamphetamine,0.4,0.7,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Amphetamines,1.8, ,0.5,1.7,EUROPE,ARQ,Western and Central Europe,2012
Russian Federation,0 - 18,Amphetamines,0.0003,Other stimulants,,,EUROPE,ARQ,Eastern Europe,2013
Bulgaria,15 - 16,Amphetamines,7.9, ,3.2,5.6,EUROPE,ARQ,South-Eastern Europe,2013
Bulgaria,15 - 16,Amphetamines,6.4,Amphetamine,2.3,4.3,EUROPE,ARQ,South-Eastern Europe,2013
Bulgaria,15 - 16,Amphetamines,4.2,Methamphetamine,1.9,3.2,EUROPE,ARQ,South-Eastern Europe,2013
Denmark,(SS) 15 - 16,Amphetamines,2.5, ,,,EUROPE,ARQ,Western and Central Europe,2013
Estonia,"(SS) 6, 8, 12 grades",Amphetamines,0.9,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2013
Estonia,"(SS) 6, 8, 12 grades",Amphetamines,0.4,Methamphetamine,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,(SS) 15 - 16,Amphetamines,6, ,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,(SS) 15 - 16,Amphetamines,2, ,6,,EUROPE,ARQ,Western and Central Europe,2013
Germany,(SS) 15 - 18,Amphetamines,1,Methamphetamine. Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 19,Amphetamines,1.14, ,0.42,0.74,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 19,Amphetamines,0.6,Amphetamine,0.21,0.36,EUROPE,ARQ,Western and Central Europe,2013
Poland,(SS) 15 - 16,Amphetamines,6.9,Amphetamine,1.7,3.4,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Amphetamines,1,Amphetamine,0.3,0.8,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (Scotland),(SS) 15,Amphetamines,1,Amphetamines,1,1,EUROPE,Govt.,Western and Central Europe,2013
France,17,Amphetamines,2.3,Amphetamine.  Urban areas (excluding overseas departments),,1.3,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15 - 18,Amphetamines,5, Region Frankfurt am Main,1,,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15 - 18,Amphetamines,0,Methamphetamine. Region Frankfurt am Main,1,,EUROPE,ARQ,Western and Central Europe,2014
Germany,(SS) 15 - 18,Amphetamines,4,Speed. Region Frankfurt am Main,,,EUROPE,ARQ,Western and Central Europe,2014
Italy,(SS) 15 - 17,Amphetamines,1.9,Female,0.8,1.3,EUROPE,ARQ,Western and Central Europe,2014
Italy,(SS) 15 - 17,Amphetamines,3.3,Male,1.7,2.5,EUROPE,ARQ,Western and Central Europe,2014
Netherlands,(SS) 15 - 16,Amphetamines,1.8,Amphetamine,,0.6,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Amphetamines,1.4,Amphetamine,0.5,0.9,EUROPE,ARQ,Western and Central Europe,2014
Spain,14 - 18,Amphetamines,0.8,Methamphetamine,0.3,0.5,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Amphetamines,0.8,Amphetamine. Female,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Amphetamines,0.7,Amphetamine. Male,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15 - 16,Amphetamines,1.1,Amphetamine. Female,,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15 - 16,Amphetamines,1.3,Amphetamine. Male,,,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),(SS) 15,Amphetamines,1.5,Amphetamine,0.6,1.1,EUROPE,ARQ,Western and Central Europe,2014
Ukraine,16 -17,Amphetamines,,Amphetamine,,0,EUROPE,ARQ,Eastern Europe,2015
Republic of Moldova,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ESPAD,Eastern Europe,2015
Republic of Moldova,(SS) 15 - 16,Amphetamines,0,Methamphetamine,,,EUROPE,ESPAD,Eastern Europe,2015
Montenegro,(SS) 16,Amphetamines,3,Amphetamine,,2,EUROPE,ARQ,South-Eastern Europe,2015
Montenegro,(SS) 16,Amphetamines,2,Methamphetamine,,1,EUROPE,ARQ,South-Eastern Europe,2015
Romania,(SS) 16,Amphetamines,1.1,Amphetamine,,,EUROPE,ARQ,South-Eastern Europe,2015
Romania,(SS) 16,Amphetamines,1,Methamphetamine,,,EUROPE,ARQ,South-Eastern Europe,2015
Albania,(SS) 15 - 16,Amphetamines,1.5,Amphetamine,,1.4,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Albania,(SS) 15 - 16,Amphetamines,1.6,Methamphetamine,,1.5,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Bulgaria,(SS) 15 - 16,Amphetamines,8.6,Amphetamine,,7.4,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Bulgaria,(SS) 15 - 16,Amphetamines,6.9,Methamphetamine,,6.2,EUROPE,ARQ / ESPAD,South-Eastern Europe,2015
Croatia,(SS) 15 - 16,Amphetamines,3,Amphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2015
Croatia,(SS) 15 - 16,Amphetamines,1,Methamphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2015
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2015
The former Yugoslav Republic of Macedonia,(SS) 15 - 16,Amphetamines,1,Methamphetamine,,,EUROPE,ESPAD,South-Eastern Europe,2015
Germany,(SS) 15 - 16,Amphetamines,,Amphetamine.   Region Frankfurt am Main,,0.3,EUROPE,ARQ,Western and Central Europe,2015
Germany,(SS) 15 - 16,Amphetamines,0.5,Methamphetamine. Region Frankfurt am Main,,0,EUROPE,ARQ,Western and Central Europe,2015
Germany,(SS) 15 - 16,Amphetamines,6,Speed. Region Frankfurt am Main,2,,EUROPE,ARQ,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Amphetamines,1.9,Amphetamine,,1.3,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15 - 19,Amphetamines,3.8, ,1.6,2.6,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15 - 19,Amphetamines,1.8,Amphetamine,0.9,1.3,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS) 19,Amphetamines,2.9,Amphetamine,,1.5,EUROPE,ARQ,Western and Central Europe,2015
Latvia,(SS) 19,Amphetamines,2.4,Methamphetamine,,1,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Amphetamines,1.8, ,,,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Amphetamines,1.5,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,(SS) 15 - 16,Amphetamines,0.3,Methamphetamine,,,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Amphetamines,1.2,Amphetamine,,0.9,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Amphetamines,1.4,Methamphetamine,,0.8,EUROPE,ARQ,Western and Central Europe,2015
Portugal,(SS) 15-16,Amphetamines,1,Amphetamine,,,EUROPE,ARQ,Western and Central Europe,2015
Portugal,(SS) 15-16,Amphetamines,1,Methamphetamine,,,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,(SS) 15 - 16,Amphetamines,1.3,Amphetamine,,0.7,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,(SS) 15 - 16,Amphetamines,3.4,Amphetamine type stimulants,,1.9,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,(SS) 15 - 16,Amphetamines,2.1,Methamphetamine,,1.2,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Amphetamines,0.6,Amphetamine. Female,,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Amphetamines,0.7,Amphetamine. Male,,,EUROPE,ARQ,Western and Central Europe,2015
Finland,(SS) 15 - 16,Amphetamines,1,Amphetamine,,,EUROPE,ARQ (ESPAD),Western and Central Europe,2015
Finland,(SS) 15 - 16,Amphetamines,0,Methamphetamine,,,EUROPE,ARQ (ESPAD),Western and Central Europe,2015
Austria,(SS) 15 - 16,Amphetamines,2.7,Amphetamine,,1.8,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Amphetamines,0.9,Amphetamine,0.2,0.4,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Amphetamines,0.9,Amphetamine,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Malta,(SS) 15 - 16,Amphetamines,1.7,Amphetamine,,1.1,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Netherlands,(SS) 12 - 16,Amphetamines,1.1,Amphetamine,0.6,0.9,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Austria,(SS) 15 - 16,Amphetamines,1,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Belgium,(SS) 15 - 16,Amphetamines,2,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Belgium,(SS) 15 - 16,Amphetamines,1,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 16,Amphetamines,3,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 16,Amphetamines,2,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Czechia,(SS) 15 - 16,Amphetamines,1,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Amphetamines,0,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Estonia,(SS) 15 - 16,Amphetamines,2,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Amphetamines,0,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Amphetamines,0,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
France,(SS) 15 - 16,Amphetamines,2,Amphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
France,(SS) 15 - 16,Amphetamines,2,Methamphetamine,,,EUROPE,ESPAD,Western and Central Europe,2015
Greece,(SS) 15 - 16,Amphetamines,1.55,Amphetamine,,1.15,EUROPE,ESPAD,Western and Central Europe,2015
